chrom	start	end	GC	geneNum
1	14600000	14700000	0.45667	2
1	14700000	14800000	0.47617	2
1	14800000	14900000	0.48175	1
1	14900000	15000000	0.51764	1
1	15000000	15100000	0.51412	1
1	15100000	15200000	0.4915	5
1	15200000	15300000	0.45744	3
1	15300000	15400000	0.48673	3
1	15400000	15500000	0.50694	7
1	15500000	15600000	0.46049	6
1	15600000	15700000	0.4517	8
1	15700000	15800000	0.53952	7
1	15800000	15900000	0.45232	4
1	15900000	16000000	0.47688	7
1	16000000	16100000	0.56588	7
1	16100000	16200000	0.54044	5
1	16200000	16300000	0.48681	6
1	16300000	16400000	0.46083	4
1	16400000	16500000	0.50243	4
1	16500000	16600000	0.44785	8
1	16600000	16700000	0.49281	10
1	16700000	16800000	0.48642134667164166	7
1	16800000	16900000	0.4559474398567972	9
1	16900000	17000000	0.55041	6
1	17000000	17100000	0.48779	5
1	17100000	17200000	0.48748	3
1	17200000	17300000	0.51251	4
1	17300000	17400000	0.499	2
1	17400000	17500000	0.49979	3
1	17500000	17600000	0.52183	1
1	17600000	17700000	0.55162	1
1	17700000	17800000	0.50831	2
1	17800000	17900000	0.481	1
1	17900000	18000000	0.47699	0
1	18000000	18100000	0.4876	2
1	18100000	18200000	0.50657	3
1	18200000	18300000	0.49324	1
1	18300000	18400000	0.49664	2
1	18400000	18500000	0.47425	1
1	18500000	18600000	0.47175	2
1	18600000	18700000	0.51275	1
1	18700000	18800000	0.4981	1
1	18800000	18900000	0.52548	4
1	18900000	19000000	0.50863	2
1	19000000	19100000	0.49696	2
1	19100000	19200000	0.42628	1
1	19200000	19300000	0.4723	8
1	19300000	19400000	0.52319	4
1	19400000	19500000	0.4749	3
1	19500000	19600000	0.45166	5
1	19600000	19700000	0.4954	6
1	19700000	19800000	0.48514	1
1	19800000	19900000	0.43625	3
1	19900000	20000000	0.45537	4
1	20000000	20100000	0.43051	1
1	20100000	20200000	0.49438	5
1	20200000	20300000	0.46558	4
1	20300000	20400000	0.4994	3
1	20400000	20500000	0.49581	7
1	20500000	20600000	0.47632	4
1	20600000	20700000	0.50046	7
1	20700000	20800000	0.47128	4
1	20800000	20900000	0.40054	2
1	20900000	21000000	0.37523	2
1	21000000	21100000	0.39588	3
1	21100000	21200000	0.4209	3
1	21200000	21300000	0.50787	3
1	21300000	21400000	0.5009	2
1	21400000	21500000	0.45516	7
1	21500000	21600000	0.52611	3
1	21600000	21700000	0.52665	2
1	21700000	21800000	0.42788	2
1	21800000	21900000	0.55329	2
1	21900000	22000000	0.51734	7
1	22000000	22100000	0.45212	11
1	22100000	22200000	0.51692	3
1	22200000	22300000	0.51893	1
1	22300000	22400000	0.4812	2
1	22400000	22500000	0.43101	1
1	22500000	22600000	0.52035	3
1	22600000	22700000	0.51243	5
1	22700000	22800000	0.51716	2
1	22800000	22900000	0.51864	3
1	22900000	23000000	0.47493	2
1	23000000	23100000	0.41496	6
1	23100000	23200000	0.43998	6
1	23200000	23300000	0.45161	4
1	23300000	23400000	0.43562	7
1	23400000	23500000	0.49313	3
1	23500000	23600000	0.49622	5
1	23600000	23700000	0.48395	3
1	23700000	23800000	0.47272	5
1	23800000	23900000	0.46582	4
1	23900000	24000000	0.45302	7
1	24000000	24100000	0.48211	4
1	24100000	24200000	0.49061	4
1	24200000	24300000	0.46864	2
1	24300000	24400000	0.47479	3
1	24400000	24500000	0.44282	4
1	24500000	24600000	0.45777	5
1	24600000	24700000	0.43848	3
1	24700000	24800000	0.45618	3
1	24800000	24900000	0.44283	2
1	24900000	25000000	0.53745	4
1	25000000	25100000	0.51576	3
1	25100000	25200000	0.46654	2
1	25200000	25300000	0.46105	9
1	25300000	25400000	0.45241	6
1	25400000	25500000	0.4289	2
1	25500000	25600000	0.51307	3
1	25600000	25700000	0.46701	2
1	25700000	25800000	0.50834	1
1	25800000	25900000	0.49417	12
1	25900000	26000000	0.46326	4
1	26000000	26100000	0.49969	6
1	26100000	26200000	0.48781	7
1	26200000	26300000	0.4864	7
1	26300000	26400000	0.50754	5
1	26400000	26500000	0.46528	5
1	26500000	26600000	0.5047	5
1	26600000	26700000	0.45291	7
1	26700000	26800000	0.45698	2
1	26800000	26900000	0.5065	9
1	26900000	27000000	0.49523	8
1	27000000	27100000	0.50514	3
1	27100000	27200000	0.49659	2
1	27200000	27300000	0.45265	6
1	27300000	27400000	0.53893	11
1	27400000	27500000	0.44915	2
1	27500000	27600000	0.54838	2
1	27600000	27700000	0.50024	9
1	27700000	27800000	0.43534	7
1	27800000	27900000	0.46769	8
1	27900000	28000000	0.46583	6
1	28000000	28100000	0.39091	3
1	28100000	28200000	0.47111	6
1	28200000	28300000	0.46066	5
1	28300000	28400000	0.45333	2
1	28400000	28500000	0.4235	4
1	28500000	28600000	0.49009	16
1	28600000	28700000	0.46612	6
1	28700000	28800000	0.45557	3
1	28800000	28900000	0.50231	4
1	28900000	29000000	0.41708	3
1	29000000	29100000	0.39845	2
1	29100000	29200000	0.47979	6
1	29200000	29300000	0.49667	3
1	29300000	29400000	0.49806	2
1	29400000	29500000	0.48231	1
1	29500000	29600000	0.4864834651110795	0
1	29600000	29700000	0.46756	0
1	29700000	29800000	0.47819	2
1	29800000	29900000	0.47503	0
1	29900000	30000000	0.47208	1
1	30000000	30100000	0.48951	1
1	30100000	30200000	0.47547	1
1	30200000	30300000	0.46907	1
1	30300000	30400000	0.4835	0
1	30400000	30500000	0.4796	2
1	30500000	30600000	0.45031	0
1	30600000	30700000	0.49778	0
1	30700000	30800000	0.5307	5
1	30800000	30900000	0.51132	5
1	30900000	31000000	0.43674	3
1	31000000	31100000	0.42906	4
1	31100000	31200000	0.48568	2
1	31200000	31300000	0.46271	4
1	31300000	31400000	0.44453	3
1	31400000	31500000	0.46089	3
1	31500000	31600000	0.47583	5
1	31600000	31700000	0.5206	5
1	31700000	31800000	0.55803	5
1	31800000	31900000	0.44941	3
1	31900000	32000000	0.44489	5
1	32000000	32100000	0.46129	5
1	32100000	32200000	0.4588	4
1	32200000	32300000	0.50871	12
1	32300000	32400000	0.4947	6
1	32400000	32500000	0.45299	6
1	32500000	32600000	0.44468	2
1	32600000	32700000	0.44486	6
1	32700000	32800000	0.5145	4
1	32800000	32900000	0.4757	5
1	32900000	33000000	0.4729	7
1	33000000	33100000	0.4684	4
1	33100000	33200000	0.47436	5
1	33200000	33300000	0.46658	3
1	33300000	33400000	0.48676	7
1	33400000	33500000	0.43177	3
1	33500000	33600000	0.43987	3
1	33600000	33700000	0.4578	1
1	33700000	33800000	0.44805	1
1	33800000	33900000	0.44612	4
1	33900000	34000000	0.47004	1
1	34000000	34100000	0.44482	1
1	34100000	34200000	0.46505	3
1	34200000	34300000	0.43273	2
1	34300000	34400000	0.41637	0
1	34400000	34500000	0.44799	0
1	34500000	34600000	0.42265	0
1	34600000	34700000	0.45224	2
1	34700000	34800000	0.4922	6
1	34800000	34900000	0.45893	3
1	34900000	35000000	0.4471	6
1	35000000	35100000	0.4149	4
1	35100000	35200000	0.42985	5
1	35200000	35300000	0.41873	2
1	35300000	35400000	0.38043	5
1	35400000	35500000	0.41946	3
1	35500000	35600000	0.45772	6
1	35600000	35700000	0.4362	1
1	35700000	35800000	0.4481	3
1	35800000	35900000	0.43398	3
1	35900000	36000000	0.39963	5
1	36000000	36100000	0.43002	6
1	36100000	36200000	0.52509	4
1	36200000	36300000	0.4468	2
1	36300000	36400000	0.51854	6
1	36400000	36500000	0.47713	5
1	36500000	36600000	0.48909	0
1	36600000	36700000	0.48129	1
1	36700000	36800000	0.48524	4
1	36800000	36900000	0.49233	1
1	36900000	37000000	0.49946	1
1	37000000	37100000	0.49776	1
1	37100000	37200000	0.4504	3
1	37200000	37300000	0.45097	3
1	37300000	37400000	0.47828	3
1	37400000	37500000	0.49129	4
1	37500000	37600000	0.44646	8
1	37600000	37700000	0.49725	4
1	37700000	37800000	0.48963	7
1	37800000	37900000	0.45485	10
1	37900000	38000000	0.47215	5
1	38000000	38100000	0.51083	6
1	38100000	38200000	0.48	4
1	38200000	38300000	0.47919	2
1	38300000	38400000	0.41453	2
1	38400000	38500000	0.42464	1
1	38500000	38600000	0.44987	1
1	38600000	38700000	0.44525	0
1	38700000	38800000	0.44738	2
1	38800000	38900000	0.44105	8
1	38900000	39000000	0.45464	6
1	39000000	39100000	0.46514	3
1	39100000	39200000	0.43394	3
1	39200000	39300000	0.42014	3
1	39300000	39400000	0.41393	2
1	39400000	39500000	0.43802	2
1	39500000	39600000	0.49043	6
1	39600000	39700000	0.50601	5
1	39700000	39800000	0.47943	9
1	39800000	39900000	0.44665	6
1	39900000	40000000	0.48911	4
1	40000000	40100000	0.43179	2
1	40100000	40200000	0.40507	3
1	40200000	40300000	0.41239	5
1	40300000	40400000	0.45612	4
1	40400000	40500000	0.41395	7
1	40500000	40600000	0.42278	8
1	40600000	40700000	0.47396	5
1	40700000	40800000	0.4573	4
1	40800000	40900000	0.51032	4
1	40900000	41000000	0.45685	4
1	41000000	41100000	0.43822	5
1	41100000	41200000	0.38127	1
1	41200000	41300000	0.43035	4
1	41300000	41400000	0.50104	4
1	41400000	41500000	0.52728	2
1	41500000	41600000	0.51066	4
1	41600000	41700000	0.48174	2
1	41700000	41800000	0.48289	1
1	41800000	41900000	0.45908	1
1	41900000	42000000	0.4126	1
1	42000000	42100000	0.39905	3
1	42100000	42200000	0.44439	4
1	42200000	42300000	0.38072	1
1	42300000	42400000	0.41646	3
1	42400000	42500000	0.41229	6
1	42500000	42600000	0.39096	4
1	42600000	42700000	0.41675	5
1	42700000	42800000	0.47202	7
1	42800000	42900000	0.42712	7
1	42900000	43000000	0.4847	7
1	43000000	43100000	0.46725	1
1	43100000	43200000	0.42094	6
1	43200000	43300000	0.47185	4
1	43300000	43400000	0.49253	11
1	43400000	43500000	0.46908	5
1	43500000	43600000	0.53568	1
1	43600000	43700000	0.49026	4
1	43700000	43800000	0.42388	7
1	43800000	43900000	0.44674	4
1	43900000	44000000	0.53132	12
1	44000000	44100000	0.48156	3
1	44100000	44200000	0.42671	11
1	44200000	44300000	0.48402	3
1	44300000	44400000	0.45017	2
1	44400000	44500000	0.43241	1
1	44500000	44600000	0.48282	2
1	44600000	44700000	0.50023	3
1	44700000	44800000	0.48714	13
1	44800000	44900000	0.48929	7
1	44900000	45000000	0.41943	5
1	45000000	45100000	0.43697	4
1	45100000	45200000	0.3947	1
1	45200000	45300000	0.42729	1
1	45300000	45400000	0.4548	7
1	45400000	45500000	0.4227	4
1	45500000	45600000	0.46709	10
1	45600000	45700000	0.4247	9
1	45700000	45800000	0.43238	3
1	45800000	45900000	0.39851	2
1	45900000	46000000	0.40411	1
1	46000000	46100000	0.43016	4
1	46100000	46200000	0.45985	7
1	46200000	46300000	0.47227	4
1	46300000	46400000	0.46798	5
1	46400000	46500000	0.53741	4
1	46500000	46600000	0.50275	5
1	46600000	46700000	0.43931	7
1	46700000	46800000	0.4169	3
1	46800000	46900000	0.41939	3
1	46900000	47000000	0.42193	4
1	47000000	47100000	0.3973	6
1	47100000	47200000	0.44263	6
1	47200000	47300000	0.44375	3
1	47300000	47400000	0.43247	3
1	47400000	47500000	0.48913	6
1	47500000	47600000	0.48251	1
1	47600000	47700000	0.46082	1
1	47700000	47800000	0.4968	3
1	47800000	47900000	0.48508	2
1	47900000	48000000	0.47589	1
1	48000000	48100000	0.45264	4
1	48100000	48200000	0.39748	3
1	48200000	48300000	0.43351	5
1	48300000	48400000	0.36779	3
1	48400000	48500000	0.38729	4
1	48500000	48600000	0.43249	2
1	48600000	48700000	0.44789	1
1	48700000	48800000	0.43388	2
1	48800000	48900000	0.40281	1
1	48900000	49000000	0.39605	2
1	49000000	49100000	0.39602	2
1	49100000	49200000	0.38432	2
1	49200000	49300000	0.37802	2
1	49300000	49400000	0.37851	2
1	49400000	49500000	0.36674	2
1	49500000	49600000	0.38661	1
1	49600000	49700000	0.36408	2
1	49700000	49800000	0.36	1
1	49800000	49900000	0.37325	2
1	49900000	50000000	0.36944	2
1	50000000	50100000	0.39059	3
1	50100000	50200000	0.40325	3
1	50200000	50300000	0.4398	4
1	50300000	50400000	0.43967	3
1	50400000	50500000	0.42161	5
1	50500000	50600000	0.37163	2
1	50600000	50700000	0.38692	1
1	50700000	50800000	0.38584	2
1	50800000	50900000	0.36836	2
1	50900000	51000000	0.3986	2
1	51000000	51100000	0.39359	2
1	51100000	51200000	0.39674	4
1	51200000	51300000	0.43796	5
1	51300000	51400000	0.45065	5
1	51400000	51500000	0.37495	2
1	51500000	51600000	0.42381	5
1	51600000	51700000	0.39804	1
1	51700000	51800000	0.39325	6
1	51800000	51900000	0.39465	4
1	51900000	52000000	0.44715	4
1	52000000	52100000	0.42916	6
1	52100000	52200000	0.42327	6
1	52200000	52300000	0.39526	3
1	52300000	52400000	0.45078	6
1	52400000	52500000	0.38537	3
1	52500000	52600000	0.41355	3
1	52600000	52700000	0.46301	3
1	52700000	52800000	0.42651	5
1	52800000	52900000	0.42932	5
1	52900000	53000000	0.41903	10
1	53000000	53100000	0.46692	5
1	53100000	53200000	0.48043	4
1	53200000	53300000	0.4715	9
1	53300000	53400000	0.50785	6
1	53400000	53500000	0.47226	3
1	53500000	53600000	0.53477	1
1	53600000	53700000	0.49923	2
1	53700000	53800000	0.44034	3
1	53800000	53900000	0.42709	4
1	53900000	54000000	0.42925	4
1	54000000	54100000	0.43186	7
1	54100000	54200000	0.49533	7
1	54200000	54300000	0.51616	6
1	54300000	54400000	0.49747	1
1	54400000	54500000	0.50076	2
1	54500000	54600000	0.49532	5
1	54600000	54700000	0.49112	5
1	54700000	54800000	0.48284	6
1	54800000	54900000	0.47144	6
1	54900000	55000000	0.46707	5
1	55000000	55100000	0.47869	3
1	55100000	55200000	0.36884	1
1	55200000	55300000	0.42043	4
1	55300000	55400000	0.43553	6
1	55400000	55500000	0.41462	2
1	55500000	55600000	0.42441	1
1	55600000	55700000	0.39309	1
1	55700000	55800000	0.40668	1
1	55800000	55900000	0.39662	2
1	55900000	56000000	0.38593	4
1	56000000	56100000	0.39704	1
1	56100000	56200000	0.38862	3
1	56200000	56300000	0.39623	3
1	56300000	56400000	0.40593	2
1	56400000	56500000	0.43894	4
1	56500000	56600000	0.42277	4
1	56600000	56700000	0.38051	3
1	56700000	56800000	0.37198	2
1	56800000	56900000	0.41756	3
1	56900000	57000000	0.42479	4
1	57000000	57100000	0.42365	1
1	57100000	57200000	0.40461	1
1	57200000	57300000	0.40569	1
1	57300000	57400000	0.41264	2
1	57400000	57500000	0.39681	1
1	57500000	57600000	0.4081	1
1	57600000	57700000	0.39902	2
1	57700000	57800000	0.39333	1
1	57800000	57900000	0.40549	2
1	57900000	58000000	0.41173	1
1	58000000	58100000	0.42097	5
1	58100000	58200000	0.4114	1
1	58200000	58300000	0.41496	2
1	58300000	58400000	0.41698	1
1	58400000	58500000	0.42374	2
1	58500000	58600000	0.39925	6
1	58600000	58700000	0.39691	2
1	58700000	58800000	0.42157	4
1	58800000	58900000	0.43453	4
1	58900000	59000000	0.42988	4
1	59000000	59100000	0.42827	4
1	59100000	59200000	0.41129	2
1	59200000	59300000	0.4064	4
1	59300000	59400000	0.39706	1
1	59400000	59500000	0.40205	1
1	59500000	59600000	0.40921	1
1	59600000	59700000	0.40777	1
1	59700000	59800000	0.39915	3
1	59800000	59900000	0.3643	3
1	59900000	60000000	0.40359	3
1	60000000	60100000	0.37869	2
1	60100000	60200000	0.37737	1
1	60200000	60300000	0.37624	0
1	60300000	60400000	0.37204	0
1	60400000	60500000	0.37968	0
1	60500000	60600000	0.37004	1
1	60600000	60700000	0.39224	2
1	60700000	60800000	0.3927	1
1	60800000	60900000	0.39103	2
1	60900000	61000000	0.42879	2
1	61000000	61100000	0.41879	2
1	61100000	61200000	0.38887	1
1	61200000	61300000	0.37384	2
1	61300000	61400000	0.39611	1
1	61400000	61500000	0.40908	2
1	61500000	61600000	0.40404	2
1	61600000	61700000	0.40732	2
1	61700000	61800000	0.41702	3
1	61800000	61900000	0.39234	3
1	61900000	62000000	0.39123	1
1	62000000	62100000	0.40854	5
1	62100000	62200000	0.44328	4
1	62200000	62300000	0.46167	5
1	62300000	62400000	0.45541	1
1	62400000	62500000	0.39717	2
1	62500000	62600000	0.3543	3
1	62600000	62700000	0.37001	5
1	62700000	62800000	0.40405	2
1	62800000	62900000	0.35974	2
1	62900000	63000000	0.41615	3
1	63000000	63100000	0.41325	4
1	63100000	63200000	0.38331	3
1	63200000	63300000	0.39081	3
1	63300000	63400000	0.43083	7
1	63400000	63500000	0.36858	3
1	63500000	63600000	0.36854	13
1	63600000	63700000	0.43266	2
1	63700000	63800000	0.42986	2
1	63800000	63900000	0.40543	2
1	63900000	64000000	0.4122	1
1	64000000	64100000	0.40407	4
1	64100000	64200000	0.41275	3
1	64200000	64300000	0.39173	1
1	64300000	64400000	0.41986	1
1	64400000	64500000	0.41378	1
1	64500000	64600000	0.39078	2
1	64600000	64700000	0.40553	1
1	64700000	64800000	0.38991	1
1	64800000	64900000	0.42	2
1	64900000	65000000	0.41425	5
1	65000000	65100000	0.42503	9
1	65100000	65200000	0.4379	2
1	65200000	65300000	0.40731	4
1	65300000	65400000	0.39754	2
1	65400000	65500000	0.39174	5
1	65500000	65600000	0.38013	2
1	65600000	65700000	0.37285	1
1	65700000	65800000	0.3812	3
1	65800000	65900000	0.36224	1
1	65900000	66000000	0.36924	1
1	66000000	66100000	0.36104	3
1	66100000	66200000	0.37412	1
1	66200000	66300000	0.39113	1
1	66300000	66400000	0.3906	1
1	66400000	66500000	0.39458	0
1	66500000	66600000	0.38157	1
1	66600000	66700000	0.38375	3
1	66700000	66800000	0.36753	3
1	66800000	66900000	0.36112	3
1	66900000	67000000	0.37085	4
1	67000000	67100000	0.38705	2
1	67100000	67200000	0.39293	5
1	67200000	67300000	0.40182	4
1	67300000	67400000	0.41333	1
1	67400000	67500000	0.42062	2
1	67500000	67600000	0.43877	3
1	67600000	67700000	0.41672	3
1	67700000	67800000	0.41891	2
1	67800000	67900000	0.40665	2
1	67900000	68000000	0.39322	1
1	68000000	68100000	0.39064	5
1	68100000	68200000	0.42101	4
1	68200000	68300000	0.40574	4
1	68300000	68400000	0.40981	2
1	68400000	68500000	0.36922	4
1	68500000	68600000	0.35964	2
1	68600000	68700000	0.36138	2
1	68700000	68800000	0.37881	1
1	68800000	68900000	0.38388	1
1	68900000	69000000	0.38785	2
1	69000000	69100000	0.36715	2
1	69100000	69200000	0.36494	1
1	69200000	69300000	0.36837	2
1	69300000	69400000	0.37345	0
1	69400000	69500000	0.36623	1
1	69500000	69600000	0.36114	2
1	69600000	69700000	0.34637	2
1	69700000	69800000	0.35285	2
1	69800000	69900000	0.34832	2
1	69900000	70000000	0.36876	2
1	70000000	70100000	0.34853	2
1	70100000	70200000	0.35314	3
1	70200000	70300000	0.37498	4
1	70300000	70400000	0.39677	3
1	70400000	70500000	0.39422	3
1	70500000	70600000	0.38174	1
1	70600000	70700000	0.37107	1
1	70700000	70800000	0.37882	2
1	70800000	70900000	0.3836	1
1	70900000	71000000	0.37818	2
1	71000000	71100000	0.37568	6
1	71100000	71200000	0.37608	1
1	71200000	71300000	0.36611	1
1	71300000	71400000	0.36577	3
1	71400000	71500000	0.3531	2
1	71500000	71600000	0.3626	2
1	71600000	71700000	0.35313	1
1	71700000	71800000	0.35987	3
1	71800000	71900000	0.35995	2
1	71900000	72000000	0.34378	1
1	72000000	72100000	0.33872	1
1	72100000	72200000	0.33535	1
1	72200000	72300000	0.33891	3
1	72300000	72400000	0.35473	2
1	72400000	72500000	0.35244	1
1	72500000	72600000	0.35093	1
1	72600000	72700000	0.3499	2
1	72700000	72800000	0.34617	5
1	72800000	72900000	0.35479	2
1	72900000	73000000	0.35459	1
1	73000000	73100000	0.34485	0
1	73100000	73200000	0.36633	2
1	73200000	73300000	0.34149	0
1	73300000	73400000	0.34354	1
1	73400000	73500000	0.34993	0
1	73500000	73600000	0.34586	0
1	73600000	73700000	0.36024	1
1	73700000	73800000	0.35506	3
1	73800000	73900000	0.35819	2
1	73900000	74000000	0.35374	1
1	74000000	74100000	0.3532	1
1	74100000	74200000	0.33627	3
1	74200000	74300000	0.34798	3
1	74300000	74400000	0.36908	3
1	74400000	74500000	0.36774	4
1	74500000	74600000	0.37984	5
1	74600000	74700000	0.36984	3
1	74700000	74800000	0.38099	2
1	74800000	74900000	0.36672	0
1	74900000	75000000	0.37308	1
1	75000000	75100000	0.36359	0
1	75100000	75200000	0.38941	5
1	75200000	75300000	0.36423	1
1	75300000	75400000	0.37361	1
1	75400000	75500000	0.37765	1
1	75500000	75600000	0.36486	4
1	75600000	75700000	0.38876	2
1	75700000	75800000	0.39855	8
1	75800000	75900000	0.37096	1
1	75900000	76000000	0.37079	3
1	76000000	76100000	0.39157	3
1	76100000	76200000	0.41543	1
1	76200000	76300000	0.39243	1
1	76300000	76400000	0.37907	2
1	76400000	76500000	0.37689	1
1	76500000	76600000	0.37429	1
1	76600000	76700000	0.383	3
1	76700000	76800000	0.3836	3
1	76800000	76900000	0.39195	1
1	76900000	77000000	0.37954	1
1	77000000	77100000	0.40525	5
1	77100000	77200000	0.36075	3
1	77200000	77300000	0.37507	4
1	77300000	77400000	0.37653	2
1	77400000	77500000	0.39757	3
1	77500000	77600000	0.40291	2
1	77600000	77700000	0.38711	4
1	77700000	77800000	0.40012	4
1	77800000	77900000	0.39844	6
1	77900000	78000000	0.3781	4
1	78000000	78100000	0.38274	8
1	78100000	78200000	0.39161	2
1	78200000	78300000	0.39621	1
1	78300000	78400000	0.37399	4
1	78400000	78500000	0.3758	1
1	78500000	78600000	0.36211	1
1	78600000	78700000	0.36695	3
1	78700000	78800000	0.36036	1
1	78800000	78900000	0.3719	1
1	78900000	79000000	0.34122	1
1	79000000	79100000	0.35282	2
1	79100000	79200000	0.35583	1
1	79200000	79300000	0.36248	1
1	79300000	79400000	0.34922	3
1	79400000	79500000	0.36537	1
1	79500000	79600000	0.35306	1
1	79600000	79700000	0.3611	0
1	79700000	79800000	0.34564	0
1	79800000	79900000	0.36045	0
1	79900000	80000000	0.36344	1
1	80000000	80100000	0.34746	2
1	80100000	80200000	0.35871	2
1	80200000	80300000	0.35813	1
1	80300000	80400000	0.34557	1
1	80400000	80500000	0.34434	3
1	80500000	80600000	0.34141	2
1	80600000	80700000	0.35245	1
1	80700000	80800000	0.35473	0
1	80800000	80900000	0.33979	0
1	80900000	81000000	0.36176	0
1	81000000	81100000	0.35552	2
1	81100000	81200000	0.36915	0
1	81200000	81300000	0.36437	3
1	81300000	81400000	0.36567	1
1	81400000	81500000	0.37551	2
1	81500000	81600000	0.38471	7
1	81600000	81700000	0.39194	2
1	81700000	81800000	0.36815	2
1	81800000	81900000	0.35067	1
1	81900000	82000000	0.33857	1
1	82000000	82100000	0.38542	0
